COD_ETB;LIB_OFF_ETB;LIB_AD1_ETB;COD_POS_ADR_ETB;LIB_COM;LAT;LNG
0121234B;Ecole 2d Degre Prof.privee Emilie De Rodat;11 Rue Seguy;12000;Rodez;44.3519011;2.5755888
0460637T;Ecole 2d Degre Prof.privee Enseignement Commercial;17 Rue De La Prefecture;46000;Cahors;44.4475229;1.441989
0421947N;Ecole 2d Degre Prof.privee Epec-darfeuille;5 Place Jean Jaures;42000;St Etienne;45.4405716;4.3855444
0580978Y;Ecole 2d Degre Prof.privee Estec;2/4 Rue Saint-benin;58000;Nevers;46.9862229;3.1492371
0875054W;Ecole 2d Degre Prof.privee Esthetiq Cosmetiq Coiffure;3 Allee St Alexis;87000;Limoges;45.8253606;1.2591981
0573543S;Ecole 2d Degre Prof.privee Esthetique Coiffure;9 Rue Ausone;57000;Metz;49.1087379;6.1725896
0820777Z;Ecole 2d Degre Prof.privee Esthetique Cosmet Skhole D'art;3 R Bataille De Dunkerque 1940;82000;Montauban;44.0068309;1.3461514
0011256K;Ecole 2d Degre Prof.privee Esthetique M C Dumonceau;30 Avenue Alphonse Baudin;01000;Bourg En Bresse;46.200325;5.216353
0753082T;Ecole 2d Degre Prof.privee Ets - Iris;63 Rue Ampere;75017;Paris 17;48.885201;2.3009995
0752124B;Ecole 2d Degre Prof.privee F.morice Esthetique-cosmetique;27 Rue Vernet;75008;Paris 08;48.8720338;2.2978549
0241248B;Ecole 2d Degre Prof.privee Formafoot;87 Route De Bordeaux;24430;Marsac Sur L Isle;45.1841986;0.6576263
0442617F;Ecole 2d Degre Prof.privee Formation Corps Et Beaute;24 Rue De L'ile De France;44600;St Nazaire;47.2845926;-2.209649
0754465W;Ecole 2d Degre Prof.privee Formul?abc;105 Boulevard De Magenta;75010;Paris 10;48.878965;2.3535647
0492028N;Ecole 2d Degre Prof.privee Francaise Coiffure Esthetique;Place Du Chapeau De Gendarme;49000;Angers;47.4511367;-0.5553704
0492343F;Ecole 2d Degre Prof.privee Francaise Coiffure Esthetique;192 Rue Nationale;49300;Cholet;47.0618334;-0.8842425
0133825M;Ecole 2d Degre Prof.privee Giorgifont;2a Rue De Rome;13001;Marseille 01;43.2957629;5.3782139
0133567G;Ecole 2d Degre Prof.privee Groupe Pluralis;16 Bd Theodore Thurner;13006;Marseille 06;43.2918566;5.383141
0422027A;Ecole 2d Degre Prof.privee Hair School;35 Rue D'arcole;42000;St Etienne;45.43977;4.3804548
0912185F;Ecole 2d Degre Prof.privee I P F C;93 Bd Decauville;91024;Evry;48.6332379;2.4421065
0301757X;Ecole 2d Degre Prof.privee Ifc Gard;125 Rue De L Hostellerie;30000;Nimes;43.8139025;4.3459059
0693368L;Ecole 2d Degre Prof.privee Ifosupd;181 Avenue Jean Jaures;69348;Lyon 07;45.7368155;4.836897
0142172K;Ecole 2d Degre Prof.privee Inst Form Esth Et Coiff Ifec;1 Et 3 Rue De L'arquette;14000;Caen;49.1748513;-0.3556685
0341674K;Ecole 2d Degre Prof.privee Inst Sup Privé Sup Exup;Aerp Montpellier Mediterranee;34137;Mauguio;43.5788389;3.959328
0851584K;Ecole 2d Degre Prof.privee Inst Sup Prothese Assist Dent;Route De La Goriandiere;85504;Les Herbiers;46.872157;-0.999918
0841042B;Ecole 2d Degre Prof.privee Inst. Privé Format.commerciale;250 Rue Du 12e Reg. De Zouaves;84094;Avignon;43.949317;4.805528
0721610J;Ecole 2d Degre Prof.privee Instit K Form Esthetique;200 Avenue Georges Durand;72100;Le Mans;47.9754992;0.2147089
0492342E;Ecole 2d Degre Prof.privee Institut De Bijouterie;Square Balzac;49412;Saumur;47.2519481;-0.0800867
0754163T;Ecole 2d Degre Prof.privee Institut Europeen De Coiffure;28 Rue De Trevise;75009;Paris 09;48.8746401;2.3454931
0851599B;Ecole 2d Degre Prof.privee Iseca;Village D'entreprises;85700;Pouzauges;46.782648;-0.837243
0840077C;Ecole 2d Degre Prof.privee Isfap;11 Avenue Des Sources;84000;Avignon;43.9413462;4.8139846
0573734Z;Ecole 2d Degre Prof.privee Isfec;15 Rue Des Charpentiers;57070;Metz;49.1114889;6.2334259
0061888V;Ecole 2d Degre Prof.privee Jeune Aiglon;177 Route De Grenoble;06200;Nice;43.6810228;7.1990378
0624366J;Ecole 2d Degre Prof.privee Joe's Art Concept;3 Rue Bayard;62300;Lens;50.4298166;2.8333087
0312693J;Ecole 2d Degre Prof.privee La Pradette;12 Chemin De La Pradette;31600;Muret;43.4624447;1.3224734
0690636S;Ecole 2d Degre Prof.privee Le C.e.p.a.j;Chemin De Bernicot;69564;St Genis Laval;45.6933714;4.771675
0673004B;Ecole 2d Degre Prof.privee L'inst. Coiffure Et Esthetique;10 Rue Paul Eluard;67200;Strasbourg;48.5882779;7.6973786
0301777U;Ecole 2d Degre Prof.privee L'institut;4 Bis Rue Julien Trelis;30100;Ales;44.127204;4.083352
0631974D;Ecole 2d Degre Prof.privee Maestris;9/12 Rue Gilbert Romme;63000;Clermont Ferrand;45.7675847;3.101037
0596791L;Ecole 2d Degre Prof.privee Maestris Beaute;679 Avenue De La Republique;59000;Lille;50.6562547;3.0875691
0596794P;Ecole 2d Degre Prof.privee Maestris Beaute;9 Bis Rue De Roubaix;59400;Cambrai;50.1811372;3.2380149
0133780N;Ecole 2d Degre Prof.privee Maestris Marseille;54 Traverse Maridet;13012;Marseille 12;43.3096761;5.4199628
0133787W;Ecole 2d Degre Prof.privee Maestris Pigier;2 Rue Le Corbusier;13090;Aix En Provence;43.5233286;5.4325772
0422190C;Ecole 2d Degre Prof.privee Maison De La Coiffure;38 Rue Des Passementiers;42100;St Etienne;45.4198431;4.396064
0754242D;Ecole 2d Degre Prof.privee Marbeuf Esthetique Elysees;27 Rue Marbeuf;75008;Paris 08;48.8691291;2.3042693
0312251D;Ecole 2d Degre Prof.privee Marge Verlair;5 Impasse Saint Aubin;31000;Toulouse;43.6037233;1.4532092
0440425Y;Ecole 2d Degre Prof.privee Matile Esthetique Manucurie;24 Rue Crebillon;44000;Nantes;47.2132721;-1.5619479
0721546P;Ecole 2d Degre Prof.privee Metiers De La Musique;71 Avenue Olivier Messiaen;72000;Le Mans;48.0154161;0.1544436
0492333V;Ecole 2d Degre Prof.privee Morriss Partner;70 Rue Du Grand Launay;49000;Angers;47.4678294;-0.5932746
0442196Y;Ecole 2d Degre Prof.privee Morriss-partner;5 Allee Baco;44002;Nantes;47.2146182;-1.5479843
0061926L;Ecole 2d Degre Prof.privee N?1 Ctre Perf Maitres Coiffeur;1 Place Massena;06000;Nice;43.6974679;7.2702352
0596406T;Ecole 2d Degre Prof.privee Patricia Houzet;12 Rue Sadi Carnot;59290;Wasquehal;50.668925;3.1303161
0660070T;Ecole 2d Degre Prof.privee Pigier;49 Bd Clemenceau 7 Rue P Courty;66000;Perpignan;42.698684;2.8958719
0694088U;Ecole 2d Degre Prof.privee Pigier;110 Place De La Gare;69400;Villefranche Sur Saone;45.9845849;4.7202289
0841119K;Ecole 2d Degre Prof.privee Pigier;40 Bis Chemin Du Lavarin;84000;Avignon;43.9295739;4.8047154
0442547E;Ecole 2d Degre Prof.privee Pigier Coiffure;16 Rue De Vauzelles;44110;Chateaubriant;47.712001;-1.3750486
0492230H;Ecole 2d Degre Prof.privee Pigier Coiffure Esthetique;30 Rue Bodinier;49000;Angers;47.4726409;-0.5544881
0720829K;Ecole 2d Degre Prof.privee Pigier Coiffure Esthetique;41 Rue Du Docteur Leroy;72005;Le Mans;48.0016328;0.1969314
0301749N;Ecole 2d Degre Prof.privee Pigier Formanimes;105 Rue Claude Nicolas Ledoux;30900;Nimes;43.8150783;4.3471676
0754686L;Ecole 2d Degre Prof.privee R.ferrere Esthetiq-cosmetique;14 Rue Du Faubourg St Honore;75008;Paris 08;48.8687211;2.3223202
0751593Z;Ecole 2d Degre Prof.privee Saint-louis Union Academie;113 115 Rue Du Fg Poissonniere;75009;Paris 09;48.8779515;2.3490733
0341831F;Ecole 2d Degre Prof.privee Sarl Ecole Sonia Delaunay;Route De Boujan;34500;Beziers;43.3663036;3.2315349
0721645X;Ecole 2d Degre Prof.privee Sarth'esthetique Formations;185 Rue Henri Champion;72100;Le Mans;47.9827235;0.232009
0690696G;Ecole 2d Degre Prof.privee Silvya Terrade;53 Place De La Republique;69002;Lyon 02;45.7606843;4.8360085
0693974V;Ecole 2d Degre Prof.privee Studio M;565 Rue Du Sans Souci;69760;Limonest;45.805516;4.7733391
0333187K;Ecole 2d Degre Prof.privee Visagisme Coiffure Developpeme;81 Avenue De L'epinette;33500;Libourne;44.9106614;-0.2289695
0752435P;Ecole 2d Degre Prof.privee Y.rocher Esthetique-cosmetique;62 Avenue D'iena;75016;Paris 16;48.8687256;2.2959626
0751698N;Ecole 2d Degree Prof. Privée Pigier;67 69 Rue De Douai;75009;Paris 09;48.883762;2.3287504
0132665B;Ecole 2nd Degre General Privée Cours Du Parc Breteuil;7 Rue Lacedemone;13006;Marseille 06;43.2814125;5.3771657
0133446A;Ecole 2nd Degre General Privée Hamaskaine;60 Boulevard Pinatel;13012;Marseille 12;43.3148118;5.4413806
0133148B;Ecole 2nd Degre General Privée I.b.s. Of Provence;500 Petite Rte De Bouc Bel Air;13080;Aix En Provence;43.4513324;5.429245
0131938L;Ecole 2nd Degre General Privée Institut Leschi;58 Cours Julien;13006;Marseille 06;43.2943303;5.383053
0133242D;Ecole 2nd Degre General Privée St Pierre;24 Av St Eloi;13790;Peynier;43.4467555;5.6397325
0131669U;Ecole 2nd Degre General Privée Val Saint Andre;19 Avenue Malacrida;13100;Aix En Provence;43.5165876;5.4668556
0430842G;Ecole Agricole Privée;36 Rue Du Colonel De Turenne;43200;Yssingeaux;45.1426639;4.1220723
0601404A;Ecole Agricole Privée;;60120;Rouvroy Les Merles;49.647906;2.358818
0601575L;Ecole Agricole Privée;Place De L'hotel De Ville;60190;Estrees St Denis;49.426115;2.639508
0611018A;Ecole Agricole Privée;Saint Gervais;61220;Briouze;48.704021;-0.369682
0611021D;Ecole Agricole Privée;;61240;Nonant Le Pin;48.7069199;0.217466
0631560D;Ecole Agricole Privée;;63580;Vernet La Varenne;45.472891;3.451612
0631561E;Ecole Agricole Privée;1 Route De Riom;63720;Ennezat;45.8977695;3.2206849
0601576M;Ecole Agricole Privée (filles);39 Route Des Flandres;60490;Orvillers Sorel;49.5786617;2.7084991
0332376D;Ecole Agricole Privée Centre D Enseignement Agricole;44 Crs Gambetta;33210;Langon;44.5532316;-0.2524309
0840746E;Ecole Agricole Privée Centre De Formation;19 Quai Pasteur;84110;Vaison La Romaine;44.2401186;5.0726233
0595121W;Ecole Agricole Privée Centre D'enseignement Agricole;110 Route De Gravelines;59630;Bourbourg;50.9522873;2.1920151
0501576S;Ecole Agricole Privée Centre D'etudes Rurales;Rue De Monteglise;50720;Barenton;48.6026445;-0.8315884
0595122X;Ecole Agricole Privée Centre Education Et Promotion;15 Rue Du College;59940;Estaires;50.6462778;2.7208128
0141724Y;Ecole Agricole Privée Centre Horticole;Rue Du Prieure;14480;St Gabriel Brecy;49.2780979;-0.5664422
0840747F;Ecole Agricole Privée Centre Saint Dominique;Rue Des Ursulines;84601;Valreas;44.385702;4.989613
0030888Z;Ecole Agricole Privée Claude Mercier;Route De Lapalisse;03250;Le Mayet De Montagne;46.0750346;3.6671551
0261265J;Ecole Agricole Privée Ctr D'etudes Forestieres Agr.;103 Av De Rochemaure;26200;Montelimar;44.5657532;4.735804
0611175W;Ecole Agricole Privée Ctre Form Technicien Agricole;25 Rue Pierre Neveu;61600;La Ferte Mace;48.5935429;-0.3524704
0771738W;Ecole Agricole Privée Ctre Formation Prof Agr Et Hor;Domaine De Morfonde;77270;Villeparisis;48.947136;2.638554
0511646M;Ecole Agricole Privée Ctre Hort Foyer De L'enfance;33 Rue Du Clair Logis;51000;Chalons En Champagne;48.9740922;4.3620971
0501793C;Ecole Agricole Privée Ctre Nat.form.lads Et Jockeys;Graignes;50620;Graignes Mesnil Angot;49.2381699;-1.19717
0931654T;Ecole Agricole Privée Ec Horticulture Fenelon;1 Rue De Montauban;93410;Vaujours;48.9301569;2.5695529
0881452A;Ecole Agricole Privée Ecole D Horticulture Et De Pay;6 Rue Du College;88700;Roville Aux Chenes;48.3861293;6.6027303
0840788A;Ecole Agricole Privée Et Reg Form Prof Agric Forest;;84240;La Bastide Des Jourdans;43.784867;5.634354
0781068M;Ecole Agricole Privée Horticole;43 Rue Du General De Gaulle;78490;Le Tremblay Sur Mauldre;48.7703215;1.8781482
0133500J;Ecole Agricole Privée I.c.o.p.;1 Allee Des Pinsons;13012;Marseille 12;43.3136607;5.4380651
0595012C;Ecole Agricole Privée Inst Enseignement Technologiqu;Route De Warhem;59492;Hoymille;50.972972;2.461305
0641545G;Ecole Agricole Privée Inst.secondaire Jean Errecart;Route Aicirits;64120;St Palais;43.327408;-1.032999
0595120V;Ecole Agricole Privée Institut Agricole;19 Rue De L'epee;59400;Cambrai;50.1735274;3.2293037
0595124Z;Ecole Agricole Privée Institut Agricole;69 Rue Du Violon D'or;59190;Hazebrouck;50.7219064;2.5298525
0623280D;Ecole Agricole Privée Institut Agricole;22 Ancienne Route Nationale;62690;Savy Berlette;50.3497901;2.557783
0623279C;Ecole Agricole Privée Institut Agricole Saint Joseph;Route Nationale 43;62137;Coulogne;50.905437;1.9459807
0593257V;Ecole Agricole Privée Institut De Genech;Rue De La Liberation;59242;Genech;50.5300906;3.2117313
0501578U;Ecole Agricole Privée Institut L'abbaye;Route De Quineville;50310;Montebourg;49.4967815;-1.3685693
0141723X;Ecole Agricole Privée Institut Lemonier;Rue D Herouville;14013;Caen;49.1935596;-0.3500571
0030925P;Ecole Agricole Privée Institut Rural;;03110;Escurolles;46.143095;3.26744
0400753B;Ecole Agricole Privée Ireo;Cassen;40360;Castelnau Chalosse;43.679287;-0.846823
0382374Z;Ecole Agricole Privée La Maison;La Bonte;38620;St Geoire En Valdaine;45.4581366;5.6351566
0133005W;Ecole Agricole Privée Lads Et Jockeys;Les Plaines De L Arbois;13480;Cabries;43.44489;5.320507
0601613C;Ecole Agricole Privée Lads-jockeys;5 Rue Du Chauffour;60270;Gouvieux;49.1894825;2.4274189
0641542D;Ecole Agricole Privée Lap Frantses Enia;Av Du Jai Alai;64220;St Jean Pied De Port;43.1663684;-1.2335137
0781066K;Ecole Agricole Privée Le Logis;5 Rue De Port Royal;78470;St Lambert;48.7332837;2.0194432
0150661M;Ecole Agricole Privée Letrt St Vincent;2 Rue Marcellin Boudet;15100;St Flour;45.0348129;3.0871023
0623276Z;Ecole Agricole Privée Lycée Agricole Sainte Marie;52 Rue D'isbergues;62120;Aire Sur La Lys;50.6386462;2.4046454
0593256U;Ecole Agricole Privée Lycée Privé D'anchin;Abbaye D'anchin;59146;Pecquencourt;50.375524;3.212056
0595119U;Ecole Agricole Privée Lycée Privé Rural;5 Rue De La Chaussee Brunehaut;59570;Bavay;50.2871242;3.7776055
0831109E;Ecole Agricole Privée Lycée Professionnel Agricole;Route De Barjols;83470;St Maximin La Ste Baume;43.472847;5.869149
0623278B;Ecole Agricole Privée Lycée Rural Privé Catholique;Rue Druet;62116;Bucquoy;50.137547;2.70619
0781022M;Ecole Agricole Privée Notre-dame De La Roche;Boite Postale 10;78320;Levis St Nom;48.722222;1.949444
0150658J;Ecole Agricole Privée Saint Joseph;Avenue De La Gare;15600;Maurs;44.7084459;2.1994338
0911551S;Ecole Agricole Privée St Antoine;Chateau;91460;Marcoussis;48.645942;2.220813
0762284V;Ecole Agricole Privée St Joseph;Chateau De Mesnieres;76270;Mesnieres En Bray;49.7649649;1.380615
0781069N;Ecole Agricole Privée Sully;22 Avenue De L'europe;78200;Magnanville;48.9665663;1.6800698
0781023N;Ecole Agricole Privée Tecomah;Parc De Jouy;78350;Jouy En Josas;48.764757;2.163188
0690194L;Ecole Catholique D'arts Et Metiers;40 Montee Saint Barthelemy;69321;Lyon 05;45.7624909;4.8246771
0590349J;Ecole Centrale De Lille;Cite Scientifique;59651;Villeneuve D Ascq;50.623334;3.145
0690187D;Ecole Centrale De Lyon;36 Avenue Guy De Collongue;69131;Dardilly;45.782627;4.7662635
0440100V;Ecole Centrale De Nantes;1 Rue De La Noe;44321;Nantes;47.2482417;-1.5499091
0754431J;Ecole Centrale D'electronique;53 Rue De Grenelle;75007;Paris 07;48.8545505;2.3256016
0921225G;Ecole Centrale Des Arts Et Manufactures, Paris;Grande Voie Des Vignes;92295;Chatenay Malabry;48.7660651;2.2865429
0951807Y;Ecole Commerciale Privée Fayol;4 Rue Revert;95300;Pontoise;49.052526;2.0952513
0251480Y;Ecole D'agriculture Privé Saint Joseph;Place Cretin;25270;Levier;46.954174;6.116989
0951820M;"ecole De Biologie Industrielle ""ebi""";32 Boulevard Du Port;95094;Cergy;49.0322975;2.0640348
0501669T;Ecole De Formation Technique Ecole Des Fourriers;;50460;Querqueville;49.664767;-1.695441
0595781N;Ecole De Formation Technique Ecole Reedu Prof Andre Maginot;35 Rue Du General Sarail;59056;Roubaix;50.6915213;3.1716011
0130230E;Ecole De L'air;Base Aerienne 701;13300;Salon De Provence;43.603333;5.106389
0440429C;Ecole De Metiers Ctre Formation Gaz De France;La Croix Gaudin;44360;St Etienne De Montluc;47.2834179;-1.7417426
0741433F;Ecole De Production Privée E.c.a.u.t;301 Route De Bregny;74250;Viuz En Sallaz;46.147207;6.393383
0470064P;Ecole De Tersac Ac;Tersac;47180;Meilhan Sur Garonne;44.495752;0.06094
0312188K;Ecole Dentaire Francaise;20 Rue St Antoine Du T;31000;Toulouse;43.603794;1.4473808
0251950J;Ecole Des Arts Et Techniques;11 Rue Nicolas Bruand;25000;Besancon;47.2493423;6.0227103
0753742K;Ecole Des Hautes Etudes En Sciences Sociales;54 Boulevard Raspail;75006;Paris 06;48.8501959;2.3269388
EHESS;Ecole Des Hautes Etudes En Sciences Sociales;54, 96,105 Boulevard Raspail;75005;Paris 05;48.8461933;2.3281331
0750043P;Ecole D'ingenieurs De La Ville De Paris;57 Boulevard Saint Germain;75240;Paris 05;48.8504483;2.3463367
0623921A;Ecole D'ingenieurs Du Pas De Calais;Campus De La Malassise;62967;Longuenesse;50.736744;2.243632
0171435T;Ecole D'ingenieurs En Genie Des Systemes Industriels;26 Rue Vaux De Foletier;17011;La Rochelle;46.1398628;-1.1537103
0171550T;Ecole Francaise Coiffure Et Esthetique;17-19 Avenue De Mulhouse;17000;La Rochelle;0.0;0.0
0791162J;Ecole Francaise Coiffure Et Esthetique;7-27 Rue Marcel Paul;79000;Niort;0.0;0.0
0753592X;Ecole Francaise D'electronique Et D'informatique;10 Rue Amyot;75005;Paris 05;48.8434614;2.3468998
0941934S;Ecole Francaise D'electronique Et D'informatique;3 Rue Victor Hugo;94800;Villejuif;48.78874;2.3650286
0951678H;Ecole Gen Et Technol Privée Compta-sup Marketing;1 Av De La Div Leclerc;95350;St Brice Sous Foret;48.9922397;2.3583183
0830177S;Ecole Gen. Et Technol.privee Cours Renaissance;Le Mayol Rue Leon Reboul;83000;Toulon;43.1185381;5.937864
0831372R;Ecole Gen. Et Technol.privee Guy Furet;702 Avenue Du 15e Corps;83600;Frejus;43.4394351;6.7435339
0752593L;Ecole Gen.et Technol. Privé Nation Bauchat Ecole D La Lune;22 Rue Du Sergent Bauchat;75012;Paris 12;48.845549;2.3930299
0753372H;Ecole Gen.et Technol. Privée Beth Sefer Yad Mordekhai;145 Rue Saint Maur;75011;Paris 11;48.8679559;2.375428
0753819U;Ecole Gen.et Technol. Privée Inst Marais-charlemagne-polles;9 Rue Dieu;75010;Paris 10;48.8703187;2.3644784
0061990F;Ecole Gen.et Technol.privee As Cannes Football;Bp 179;06152;Cannes;43.552847;7.017369
0133566F;Ecole Gen.et Technol.privee Bac 2000;13 Rue De La Poudriere;13090;Aix En Provence;43.52038;5.4449743
0752382G;Ecole Gen.et Technol.privee Clapeyron Europe Math;23 Rue Clapeyron;75008;Paris 08;48.8823236;2.3234815
0755261L;Ecole Gen.et Technol.privee Cours Legendre;25 Rue Du Petit Musc;75004;Paris 04;48.8528745;2.3643336
0693366J;Ecole Gen.et Technol.privee Cours Montesquieu;11 13 Rue Auguste Lacroix;69003;Lyon 03;45.7549248;4.8451646
0781946S;Ecole Gen.et Technol.privee Cours Versaillais;28 Rue Albert Joly;78000;Versailles;48.8102821;2.139174
9830416K;Ecole Gen.et Technol.privee Da Costa;Imm.galaxie 71 Av Benebig;98800;Noumea;0.0;0.0
0311758T;Ecole Gen.et Technol.privee De Photo Et D'audiovisuel;7 Rue Eugene Labiche;31200;Toulouse;43.6283648;1.4348721
0596808E;Ecole Gen.et Technol.privee Des Met Du Sport Professionnel;Grand Rue;59780;Camphin En Pevele;50.5934675;3.2630624
9711174Z;Ecole Gen.et Technol.privee Ecole Jean Roumain;15 Rue De La Liberte;97150;St Martin;43.1913245;0.12305
9830634X;Ecole Gen.et Technol.privee Epsilon Etudes;74 Bis Rue Rene Milliards;98800;Noumea;-22.2758;166.458
0101094K;Ecole Gen.et Technol.privee Estac;11 Rue Marie Curie;10000;Troyes;48.2716992;4.0753397
0442618G;Ecole Gen.et Technol.privee Etu.di.a;Plaine De Jeux De La Joneliere;44240;La Chapelle Sur Erdre;47.299576;-1.550638
0752904Z;Ecole Gen.et Technol.privee Lafayette;16 Rue Du Mail;75002;Paris 02;48.8668132;2.3427
0530936E;Ecole Gen.et Technol.privee Moliere;6 Bis Rue Ambroise Pare;53000;Laval;48.0703895;-0.7677541
0783355Y;Ecole Gen.et Technol.privee Perceval;5 Av D Epremesnil;78400;Chatou;48.8872505;2.1584939
0301767H;Ecole Gen.et Technol.privee Sports Etudes Concept;Chemin Des Hauts De Nimes;30900;Nimes;43.8632132;4.2957487
0352337A;Ecole Louis De Broglie;Campus De Ker Lann;35170;Bruz;48.0477814;-1.7425205
0171157R;Ecole Militaire Enseignement Technique;Base Aerienne 722 Saintes Air;17136;Saintes;45.744175;-0.633389
0161158X;Ecole Militaire Preparatoire;Base Aerienne 709;16109;Cognac;45.657776;-0.3136109
0171333G;Ecole Militaire Preparatoire;Base Aerienne 721;17133;Rochefort;44.5163889;4.8611111
0131596P;Ecole Militaire Preparatoire Poilus (bd Des);13 Boulevard Des Poilus;13617;Aix En Provence;43.5267509;5.4595152
0610055D;Ecole Nat Prof Des Haras Le Pin Au Haras;Le Pin Au Haras;61310;Le Pin Au Haras;48.738069;0.149685
0755204Z;Ecole Nationale De Commerce;70 Bd Bessières;75017;Paris 17;0.0;0.0
0312069F;Ecole Nationale De La Meteorologie;42 Avenue Gaspard Coriolis;31057;Toulouse;43.5775472;1.376741
0350095N;Ecole Nationale De La Sante Publique;Av Du Professeur Leon Bernard;35043;Rennes;48.117507;-1.7000516
0311256X;Ecole Nationale De L'aviation Civile De Toulouse;7 Avenue Edouard Belin;31055;Toulouse;43.565156;1.479281
0753478Y;Ecole Nationale Des Chartes;19 Rue De La Sorbonne;75005;Paris 05;48.8486428;2.3430165
0753493P;Ecole Nationale Des Mines De Paris;60 Bld Saint-michel;75006;Paris 06;48.8455131;2.339794
0753501Y;Ecole Nationale Des Ponts Et Chaussees;28 Rue Des Saints Peres;75007;Paris 07;48.8556079;2.3310429
